Rank	Ragione sociale	Partita IVA	P.IVA valida	Codice fiscale	CCIAA	N. REA	Forma giuridica	Indirizzo sede legale	CAP	Comune	Prov.	Regione	Capitale sociale (€)	ATECO	Attività (ATECO)	Settore	Data iscrizione	Stato attività	Fatturato (€)	Anno bilancio	Dipendenti	PEC	VIES	Denominazione VIES	Indirizzo VIES	Fonte dati anagrafici	Fonte classifica
320	VOLVO GROUP ITALIA S.P.A.	02665600165	SI		MI	1740615	SOCIETA' PER AZIONI CON SOCIO UNICO	Via Agnello 8	20121	Milano	MI	Lombardia	8052102	46.71.2	Commercio all'ingrosso di altri autoveicoli	Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli e motocicli	29/06/1983	Attiva	916963198	2024	191	volvo.italia@legalmail.it	SI	VOLVO GROUP ITALIA SPA	VIA AGNELLO 8 20121 MILANO MI	https://www.aziende.it/volvo-group-italia-s-p-a	topaziende.quotidiano.net
321	NESTLE' ITALIANA S.P.A.. IN FORMA ABBREVIATA NE.IT. S.P.A.	00777280157	SI	00777280157		91673	SOCIETA' PER AZIONI	Viale Del Mulino 6	20057	Assago	MI	Lombardia	25582492	10	INDUSTRIE ALIMENTARI	Industrie alimentari	04/12/1913	Attiva	914334660	2024	1861	nestle@nestle.telecompost.it	SI	NESTLE' ITALIANA S.P.A. IN FORMA ABBREVIATA NE.IT. S.P.A.	VIALE DEL MULINO 6 20057 ASSAGO MI	https://www.aziende.it/nestle-italiana-s-p-a-in-forma-abbreviata-n	topaziende.quotidiano.net
322	L'OREAL ITALIA S.P.A.	00471270017	SI		MI	372384	SOCIETA' PER AZIONI	Piazza Fernanda Pivano 1	20123	Milano	MI	Lombardia	1679800	20.42	Fabbricazione di profumi e cosmetici	Fabbricazione di profumi e cosmetici	25/04/1936	Attiva	913924165	2024	1146	dircorp@pec.lorealitalia.com	SI	L'OREAL ITALIA S.P.A.	PIAZZA FERNANDA PIVANO 1 20123 MILANO MI	https://www.aziende.it/l-oreal-italia-s-p-a	topaziende.quotidiano.net
323	BASELL POLIOLEFINE ITALIA S.R.L.	11531310156	SI	11531310156	MI	1471654	SOCIETA' A RESPONSABILITA' LIMITATA	Via Pontaccio 10	20121	Milano	MI	Lombardia	180000000	20.16	Fabbricazione di materie plastiche in forme primarie	Fabbricazione di materie plastiche in forme primarie	30/09/1995	Attiva	906562191	2024	1028	basellpoliolefineitalia@legalmail.it	SI	BASELL POLIOLEFINE ITALIA S.R.L.	VIA PONTACCIO 10 20121 MILANO MI	https://www.aziende.it/basell-poliolefine-italia-s-r-l	topaziende.quotidiano.net
324	FINELEX SOCIETA' CONSORTILE PER AZIONI	03356870968	SI	03356870968	MI	1670229	SOCIETA' CONSORTILE PER AZIONI	Presso Str 4 .	20057	Assago	MI	Lombardia	4033734	46.19.04	Gruppi di acquisto; mandatari agli acquisti; buyer	Intermediari del commercio di vari prodotti	21/03/2002	Attiva	902380207	2024			SI	FINELEX SOCIETA' CONSORTILE PER AZIONI	MILANOFIORI PAL A SC 5 PIANO II 20057 ASSAGO MI	https://www.aziende.it/finelex-societa-consortile-per-azioni	topaziende.quotidiano.net
325	AZULE ENERGY ANGOLA S.P.A.	05782480965	SI	05782480965		1847724	SOCIETA' PER AZIONI	VIA DEGLI OLIVETANI 10/12	20123	MILANO	MI	Lombardia	20200000	061	Estrazione di petrolio greggio	Estrazione di petrolio greggio e di gas naturale	06/06/2007		900852210	2024			NO			https://www.ufficiocamerale.it/2779/eni-angola-spa	topaziende.quotidiano.net
326	PORSCHE ITALIA S.P.A.	03554090286	SI		PD	223927	Societa' per Azioni	Corso Stati Uniti 35	35127	Padova	PD	Veneto	2500000	47.81.1	Commercio al dettaglio di automobili e autoveicoli leggeri	Commercio al dettaglio di automobili e autoveicoli leggeri	07/08/2000	Attiva	900628009	2024	82	porsche.italia@actaliscertymail.it	SI	PORSCHE ITALIA S.P.A.	CORSO STATI UNITI 35 35127 PADOVA PD	https://www.aziende.it/porsche-italia-s-p-a	aziende.it
327	FRIUL INTAGLI INDUSTRIES S.P.A.	01586110262	SI	01586110262	PN	12038	SOCIETA' PER AZIONI	Via Oderzo 68	33080	Prata di Pordenone	PN	Friuli-Venezia Giulia	25000000	31	FABBRICAZIONE DI MOBILI	Mobili	01/01/2006	Attiva	900486876	2024	1947	info@pec.friulintagli.com	SI	FRIUL INTAGLI INDUSTRIES S.P.A.	VIA ODERZO 68 33080 PRATA DI PORDENONE PN	https://www.aziende.it/friul-intagli-industries-s-p-a	aziende.it
328	DUCATI MOTOR HOLDING S.P.A.	05113870967	SI		BO	473213	SOCIETA' PER AZIONI	Via Cavalieri Ducati 3	40132	Bologna	BO	Emilia-Romagna	59507754	30.91.12	Fabbricazione di motocicli	Fabbricazione di motocicli (inclusi i motori)	01/01/2009	Attiva	898918538	2024	1684	ducatimotor-amministrazione01@pec.it	SI	DUCATI MOTOR HOLDING SPA	VIA CAVALIERI DUCATI 3, 40132 BOLOGNA BO	https://www.aziende.it/ducati-motor-holding-spa	topaziende.quotidiano.net
329	MAIORA S.P.A.									Corato	BA	Puglia				Distribuzione alimentare			894566351	2024							aziende.it
330	ABBVIE S.R.L.	02645920592	SI	02645920592	LT	188083	Societa' a responsabilita' limitata	S R 148 Pontina Km 52 Snc	04011	Aprilia	LT	Lazio	20500000	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Farmaceutico	01/08/2012	Attiva	892720297	2025	1690	abbvie@pec.it.abbvie.com	SI	ABBVIE S.R.L.	S R 148 PONTINA KM 52 SNC, 04011 APRILIA LT	https://www.aziende.it/abbvie-s-r-l	aziende.it
331	AMAZON ONLINE ITALY S.R.L.	09457730969	SI	09457730969	MI	2091468	Societa' a Responsabilita' Limitata	Viale Monte Grappa 3/5	20124	Milano	MI	Lombardia	10000	73.12	Attivita' delle concessionarie e degli altri intermediari di servizi pubblicitari	Attivita delle concessionarie e degli altri intermediari di servizi pubblicitari	01/07/2016	Attiva	891097820	2024	222	amazononlineitaly@legalmail.it	SI	AMAZON ONLINE ITALY SRL	VIALE MONTE GRAPPA 3/5 20124 MILANO MI	https://www.aziende.it/amazon-online-italy-s-r-l	topaziende.quotidiano.net
332	SCHNEIDER ELECTRIC S.P.A.	02424870166	SI	00509110011	BG	288118	Societa' per Azioni	Via Circonvallazione Est 1	24040	Stezzano	BG	Lombardia	34000000	27.12	Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricita'	Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico non elettriche	01/12/1960	Attiva	890081251	2024	1741	schneider.electric@schneider-electric.legalmail.it	SI	SCHNEIDER ELECTRIC SPA	VIA CIRCONVALLAZIONE EST 1 24040 STEZZANO BG	https://www.aziende.it/schneider-electric-s-p-a	topaziende.quotidiano.net
333	LA DORIA S.P.A.	00180700650	SI	00180700650	SA	147593	SOCIETA' PER AZIONI	Via Nazionale 320	84012	Angri	SA	Campania	46810000	10.39	Altra Lavorazione e conservazione di frutta e di ortaggi	Conserve alimentari	1953	Attiva	889556000	2025	1300	antonio.ferraioli@pec.ladoria.it	SI	LA DORIA S.P.A.	VIA NAZIONALE 320 84012 ANGRI SA	https://www.aziende.it/la-doria-s-p-a	aziende.it
334	A2A AMBIENTE S.P.A.	01066840180	SI	01255650168	PV	155384	SOCIETA' PER AZIONI	Via Alessandro Lamarmora 230	25124	Brescia	BS	Lombardia	250000000	38.3	ATTIVITA' DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI	Attivita di raccolta, trattamento e smaltimento dei rifiuti	1980	Attiva	888648317	2024	1535	a2a.ambiente@pec.a2a.eu	SI	A2A AMBIENTE S.P.A.	VIA ALESSANDRO LAMARMORA 230, 25124 BRESCIA BS	https://www.aziende.it/a2a-ambiente-s-p-a	topaziende.quotidiano.net
335	SISAL ITALIA S.P.A.	02433760135	SI	02433760135		1815827	SOCIETA' PER AZIONI	VIA UGO BASSI 6	20159	MILANO	MI	Lombardia	25000000	920009	Altre attivita' di scommesse, lotterie e altri giochi d'azzardo	Lotterie, scommesse, case da gioco	03/07/2006	Attiva	888475288	2024	1794		NO			https://www.ufficiocamerale.it/8809/sisal-entertainment-spa	topaziende.quotidiano.net
336	ANGELINI PHARMA ITALIA AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO - A.C.R.A.F. S.P.A.	01258691003	SI			466482	SOCIETA' PER AZIONI CON SOCIO UNICO	Via Amelia 70	00181	Roma	RM	Lazio	165000000	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Farmaceutico	04/01/1984	Attiva	886219000	2024	1518	acrafspa@legalmail.it	SI	'ANGELINI PHARMA ITALIA AZIENDE CHIMICHE RIUNITE ANGELINI FR	VIA AMELIA 70 00181 ROMA RM	https://www.aziende.it/angelini-pharma-italia-aziende-chimiche-riuni	aziende.it
337	LOUIS VUITTON ITALIA S.R.L.	11885730967	SI	11885730967	MI	2629097	Societa' a Responsabilita' Limitata	Largo Augusto 8	20122	Milano	MI	Lombardia	3000000	47.71	Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati	Commercio al dettaglio di articoli di abbigliamento	18/11/2021	Attiva	883965596	2024	832	lvitalia@legalmail.it	SI	LOUIS VUITTON ITALIA S.R.L.	LARGO AUGUSTO 8 20122 MILANO MI	https://www.aziende.it/louis-vuitton-italia-s-r-l	topaziende.quotidiano.net
338	SALUMIFICI GRANTERRE S.P.A.	02654810361	SI			319953	Società per Azioni	Strada Gherbella N 320	41126	Modena	MO	Emilia-Romagna	95000000	10.13	Produzione di prodotti a base di carne (inclusa la carne di volatili)	Produzione di prodotti a base di carne	02/01/2001	Attiva	883220000	2024	1423	salumificigranterrespa@pec.granterre.it	SI	SALUMIFICI GRANTERRE SPA	STRADA GHERBELLA N 320, 41126 MODENA MO	https://www.aziende.it/grandi-salumifici-italiani-s-p-a	topaziende.quotidiano.net
339	CELLNEX ITALIA S.P.A.	13264231005	SI	13264231005	RM	1433946	SOCIETA' PER AZIONI	Piazzale Dell'industria 40-46	00144	Roma	RM	Lazio	1000000	61.90.9	Altre attivita' connesse alle telecomunicazioni	Telecomunicazioni	27/02/2015	Attiva	882809778	2025	233	cellnexitaliaspa@legalmail.it	SI	CELLNEX ITALIA S.P.A.	PIAZZALE DELL'INDUSTRIA 40-46 00144 ROMA RM	https://www.aziende.it/cellnex-italia-s-p-a	aziende.it
340	BIG S.R.L.	04492200961	SI	04492200961		1751372	Società a Responsabilità Limitata	Largo Tazio Nuvolari 1	20143	Milano	MI	Lombardia	8000000	46331	Commercio all'ingrosso di prodotti lattiero-caseari e uova	Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili	31/12/2004	Attiva	880068691	2024	780		NO			https://www.ufficiocamerale.it/4379/big-srl	topaziende.quotidiano.net
341	SO.FARMA.MORRA S.P.A.	11985010153	SI	00448310615	MI	1477991	Societa' per Azioni	Via Lambretta 2	20054	Segrate	MI	Lombardia	10400000	46.46.1	Commercio all'ingrosso di medicinali	Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli)	15/09/1983	Attiva	879675258	2024	572	sofarmamorra@legalmail.it	SI	SO.FARMA.MORRA SPA	VIA LAMBRETTA 2 20054 SEGRATE MI	https://www.aziende.it/so-farma-morra-s-p-a	topaziende.quotidiano.net
342	F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.	01712670247	SI	01712670247	VI	179183	SOCIETA' PER AZIONI	Viale Milano 26	36075	Montecchio Maggiore	VI	Veneto	10053100	21.1	FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE	Fabbricazione di prodotti farmaceutici di base	14/12/1989	Attiva	878926339	2025	2160	fis.spa@legalmail.it	SI	F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.	VIALE MILANO 26, 36075 MONTECCHIO MAGGIORE VI	https://www.aziende.it/f-i-s-fabbrica-italiana-sintetici-s-p-a	aziende.it
343	KERING EYEWEAR S.P.A.	04846890285	SI	04846890285	PD	423179	Societa' per Azioni	Via Altichiero 180	35135	Padova	PD	Veneto	1428570	32.50.4	Fabbricazione di lenti oftalmiche	Fabbricazione di lenti oftalmiche	01/01/2015	Attiva	875820915	2024	826	keringeyewearspa@legalmail.it	SI	KERING EYEWEAR SPA	VIA ALTICHIERO 180 35135 PADOVA PD	https://www.aziende.it/kering-eyewear-s-p-a	aziende.it
344	CONSERVE ITALIA - CONSORZIO ITALIANO FRA COOPERATIVE AGRICOLE SOC. COOP. AGRICOLA	00708311204	SI	02858450584		260769	SOCIETA' COOPERATIVA	Via Paolo Poggi 11	40068	San Lazzaro di Savena	BO	Emilia-Romagna		10.3	LAVORAZIONE E CONSERVAZIONE DI FRUTTA E ORTAGGI	Lavorazione e conservazione di frutta e ortaggi	24/05/1976	Attiva	872569681	2024			SI	CONSERVE ITALIA - CONSORZIO ITALIANO FRA COOPERATIVE AGRICOL	VIA PAOLO POGGI 11 40068 SAN LAZZARO DI SAVENA BO	https://www.aziende.it/conserve-italia-consorzio-italiano-fra-coop	topaziende.quotidiano.net
345	SOCIETA' PER AZIONI ESERCIZI AEROPORTUALI S.E.A	00826040156	SI	00826040156		472807	SOCIETA' PER AZIONI	Presso Aeroporto Linate	20054	SEGRATE	MI	Lombardia	27500000	5223	Servizi di supporto al trasporto aereo	Magazzinaggio e attivita di supporto ai trasporti	12/05/1955		872266079	2024	2623	sea@legalmail.it	SI	SOCIETA' P.A. ESERCIZI AEROPORTUALI S.E.A.	AEROPORTO LINATE 20054 SEGRATE MI	https://www.ufficiocamerale.it/6240/societa-per-azioni-esercizi-aeroportuali-sea	topaziende.quotidiano.net
346	VOLVO CAR ITALIA S.P.A.. SOCIO UNICO	00326610375	SI		BO	121921	SOCIETA' PER AZIONI	Via E Mattei 66	40138	Bologna	BO	Emilia-Romagna	4200000	46.71.1	Commercio all'ingrosso di automobili e autoveicoli leggeri	Commercio all'ingrosso e al dettaglio e riparazione di autoveicoli	18/02/2004	Attiva	871668682	2024	74	volvocaritalia@pec.volvocaritalia.it	SI	VOLVO CAR ITALIA S.P.A. SOCIO UNICO	VIA E MATTEI 66 40138 BOLOGNA BO	https://www.aziende.it/volvo-car-italia-s-p-a	topaziende.quotidiano.net
347	TIRRENO POWER S.P.A.	07242841000	SI	07242841000	RM	1019536	Societa' per Azioni	Via Barberini 47	00187	Roma	RM	Lazio	60516142	35.1	PRODUZIONE, TRASMISSIONE E DISTRIBUZIONE DI ENERGIA ELETTRICA	Produzione di energia elettrica	01/02/2003	Attiva	870580506	2025	227	tirrenopower@pec.tirrenopower.com	SI	TIRRENO POWER SPA	VIA BARBERINI 47, 00187 ROMA RM	https://www.aziende.it/tirreno-power-s-p-a	aziende.it
348	VALENTINO S.P.A.	05412951005	SI		MI	1577552	SOCIETA' PER AZIONI CON SOCIO UNICO	Via Turati 16/18	20121	Milano	MI	Lombardia	193882746	14.2	CONFEZIONE DI ARTICOLI IN PELLICCIA	Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia	26/07/2008	Attiva	870573357	2024	1588	valentinospa@cert.valentino.com	SI	VALENTINO S.P.A.	VIA TURATI 16/18 20121 MILANO MI	https://www.aziende.it/valentino-s-p-a	topaziende.quotidiano.net
349	REPLY S.P.A.	08013390011	SI	97579210010	TO	938289	SOCIETA' PER AZIONI	Corso Francia 110	10143	Torino	TO	Piemonte	5032641	62.1	Attivita' di programmazione informatica	Informatica e software	01/08/2000	Attiva	869223983	2024	267	reply@pec.reply.it	SI	REPLY S.P.A.	CORSO FRANCIA 110 10143 TORINO TO	https://www.aziende.it/reply-s-p-a	aziende.it
350	UNICOOP ETRURIA SOCIETA' COOPERATIVA	00103530499	SI	00103530499		12989	SOCIETA' COOPERATIVA	STRADA STAT. SS AURELIA KM 237	57025	PIOMBINO	LI	Toscana		4711	Commercio al dettaglio non specializzato con prevalenza di prodotti alimentari, bevande o tabacchi	Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande	26/02/1945	Attiva	868408807	2024	3160		SI	UNICOOP ETRURIA S.C.	SS AURELIA KM 237-VIG RIOTORTO 57025 PIOMBINO LI	https://www.ufficiocamerale.it/8907/unicoop-tirreno-societa-cooperativa	topaziende.quotidiano.net
351	PUNCH POWERTRAIN PSA E -TRANSM ISSIONS ASSEMBLY ITALY	12709540012	SI	12709540012	TO	1310290	SOCIETA' A RESPONSABILITA' LIMITATA	Corso Tazzoli N 75	10135	Torino	TO	Piemonte	42010020	29.32	Fabbricazione di altre parti ed accessori per autoveicoli	Componentistica auto	07/11/2022	Attiva	867332657	2025	51	ppeti@legalmail.it	NO			https://www.aziende.it/punch-powertrain-psa-e-transmissions-assembly-italy-s-r-l	aziende.it
352	BRUNELLO CUCINELLI S.P.A.	01886120540	SI	01886120540	PG	165936	SOCIETA' PER AZIONI	Viale Parco Dell'industria 5	06073	Corciano	PG	Umbria	200000000	14.10.2	Fabbricazione di maglioni e altri articoli a maglia e all'uncinetto	Confezione di articoli di abbigliamento e articoli in pelle	01/06/1996	Attiva	864968000	2024	1578	brunellocucinelli.spa@legalmail.it	SI	BRUNELLO CUCINELLI S.P.A.	VIALE PARCO DELL'INDUSTRIA 5, 06073 CORCIANO PG	https://www.aziende.it/brunello-cucinelli-s-p-a	topaziende.quotidiano.net
353	PROFILGLASS S.P.A.	00706270410	SI	00706270410	PS	88767	SOCIETÀ PER AZIONI	Via Meda N 28	61032	Fano	PU	Marche	5700000	24.42	Produzione di alluminio	Produzione di alluminio		Attiva	864944868	2024	964	profilglass@pec.it	SI	PROFILGLASS S.P.A.	VIA MEDA N 28, 61032 FANO PU	https://www.aziende.it/profilglass-s-p-a	topaziende.quotidiano.net
354	PARTECIPAZIONI ITALIA S.P.A.	16245161001	SI	16245161001	RM	1644096	SOCIETA' PER AZIONI	Via Giulio Vincenzo Bona 65	00156	Roma	RM	Lazio	1000000	42.12	Costruzione di linee ferroviarie e metropolitane	Costruzioni ferroviarie	30/06/2021	Attiva	863535008	2024	226	pec@pec.partecipazionitalia.it	SI	PARTECIPAZIONI ITALIA S.P.A.	VIA GIULIO VINCENZO BONA 65 00156 ROMA RM	https://www.aziende.it/partecipazioni-italia-s-p-a	aziende.it
355	ILLUMIA S.P.A.	02356770988	SI	02356770988	BO	456543	SOCIETA' PER AZIONI	Via De Carracci 69/2	40129	Bologna	BO	Emilia-Romagna	3010000	35.15	Commercio di energia elettrica	Fornitura di energia elettrica, gas, vapore	01/06/2010	Attiva	860838695	2024	171	illumia@pec.illumia.it	SI	ILLUMIA S.P.A.	VIA DE CARRACCI 69/2 40129 BOLOGNA BO	https://www.aziende.it/illumia-s-p-a	topaziende.quotidiano.net
356	FERRERO INDUSTRIALE ITALIA S.R.L.. CON UNICO SOCIO	03629080049	SI	03629080049	CN	304908	SOCIETA' A RESPONSABILITA' LIMITATA	Piazzale Pietro Ferrero 1	12051	Alba	CN	Piemonte	40000000	10.82	Produzione di cacao, cioccolato, caramelle e confetterie	Dolciario	18/12/2015	Attiva	860729596	2024	6005	ferreroindustrialeitaliasrl@pec.ferrero.com	SI	FERRERO INDUSTRIALE ITALIA S.R.L. CON UNICO SOCIO	PIAZZALE PIETRO FERRERO 1 12051 ALBA CN	https://www.aziende.it/ferrero-industriale-italia-s-r-l	aziende.it
357	SCHENKER ITALIANA S.P.A.	00916900152	SI	00916900152	MI	622335	SOCIETA' PER AZIONI	Via Fratelli Bandiera 29	20068	Peschiera Borromeo	MI	Lombardia	19968000	52.26.02	Attivita' di spedizione merci	Magazzinaggio e attivita di supporto ai trasporti	03/10/1967	Attiva	850870465	2024	1437	schenkeritaliana@legalmail.it	SI	SCHENKER ITALIANA S.P.A.	VIA FRATELLI BANDIERA 29 20068 PESCHIERA BORROMEO MI	https://www.aziende.it/schenker-italiana-spa	topaziende.quotidiano.net
358	BOTTEGA VENETA S.R.L.	01824610248	SI	07078730152	VI	187708	SOCIETA' A RESPONSABILITA' LIMITATA	Localita' Conti Maltraverso 1	36054	Montebello Vicentino	VI	Veneto	5260000	15.12	Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria	Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria	01/10/1990	Attiva	848955545	2024	414	bottegaveneta@legalmail.it	SI	BOTTEGA VENETA S.R.L.	LOCALITA' CONTI MALTRAVERSO 1 36054 MONTEBELLO VICENTINO VI	https://www.aziende.it/bottega-veneta-s-r-l	aziende.it
359	S.A.P. ITALIA SISTEMI APPLICAZIONI PRODOTTI IN DATA PROCESSING S.P.A.	09417760155	SI	09417760155		1292430	Società per Azioni	Via Federico Confalonieri 29	20124	Milano	MI	Lombardia	2687339	62.90.09	Altre attivita' dei servizi connessi alle tecnologie dell'informazione e dell'informatica n.c.a.	Altre attivita dei servizi connessi alle tecnologie dell'informatica	25/11/1988	Attiva	848348181	2024	844	direzione_amministrativa.sapitalia@legalmail.it	SI	S.A.P. ITALIA SISTEMI APPLICAZIONI PRODOTTI IN DATA PROCESSI	VIA FEDERICO CONFALONIERI 29 20124 MILANO MI	https://www.aziende.it/s-a-p-italia-sistemi-applicazioni-prodotti-i	topaziende.quotidiano.net
360	BULGARI GIOIELLI S.P.A.	00483050068	SI	00483050068	AL	122181	SOCIETA' PER AZIONI	Strada Sotirio Bulgari 1	15048	Valenza	AL	Piemonte	2700000	32.12.2	Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale	Gioielleria	16/09/1977	Attiva	846295587	2024	1315	bulgarigioielli@legalmail.it	SI	BULGARI GIOIELLI S.P.A.	STRADA SOTIRIO BULGARI 1 15048 VALENZA AL	https://www.aziende.it/bulgari-gioielli-s-p-a	aziende.it
361	WUERTH S.R.L.. - G.M.B.H	00125230219	SI	00125230219	BZ	56205	Società a Responsabilità Limitata	Via Stazione 51	39044	Egna	BZ	Trentino-Alto Adige	25000000	46.84.1	Commercio all'ingrosso di ferramenta	Commercio all'ingrosso di ferramenta	26/02/1963	Attiva	845588010	2024	3546	amministrazione@cert.wuerth.it	SI	WUERTH S.R.L. - G.M.B.H.	VIA STAZIONE 51 39044 EGNA .NEUMARKT. BZ	https://www.aziende.it/wuerth-s-r-l-g-m-b-h	aziende.it
362	COMPAGNIA GENERALE TRATTORI S.P.A.	01674190028	SI	01674190028		155698	Società per Azioni	Via Torino 45	13100	Vercelli	VC	Piemonte	20640000	46.63	Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile	Commercio all'ingrosso di macchinari	18/09/1996	Attiva	842690034	2025	1263	cgt@pec.cgt.it	SI	COMPAGNIA GENERALE TRATTORI SPA !!C.G.T. SPA	VIA TORINO 45 13100 VERCELLI VC	https://www.aziende.it/compagnia-generale-trattori-s-p-a-abbrevia	aziende.it
363	ENGYCALOR ENERGIA CALORE S.R.L.	00991041005	SI		RM	400607	SOCIETA' A RESPONSABILITA' LIMITATA	Via Salaria 1322	00138	Roma	RM	Lazio	4000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Commercio all'ingrosso di combustibili	08/03/2011	Attiva	839437097	2024	60	engycalor@actaliscertymail.it	SI	ENGYCALOR ENERGIA CALORE S.R.L.	VIA SALARIA 1322 00138 ROMA RM	https://www.aziende.it/engycalor-energia-calore-srl	aziende.it
364	VEOLIA ITALIA S.P.A.	08786190150	SI		MI	1245922	Società per Azioni	Via Anna Maria Mozzoni 12	20152	Milano	MI	Lombardia	170000000	43.22	Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria	Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria	12/01/1988	Attiva	836965619	2024	2837	siram@registerpec.it	SI	VEOLIA ITALIA SPA	VIA ANNA MARIA MOZZONI 12 20152 MILANO MI	https://www.aziende.it/siram-s-p-a	topaziende.quotidiano.net
365	AZIENDA TRASPORTI MILANESI S.P.A.. IN FORMA ABBREVIATA A.T.M. S.P.A.	12883390150	SI	12883390150		1573142	SOCIETA' PER AZIONI	Foro Buonaparte 61	20121	Milano	MI	Lombardia	728006000	49.31	Trasporto terrestre di passeggeri in aree urbane e suburbane	Trasporto terrestre di passeggeri in aree urbane	31/12/1998	Attiva	835390835	2024	9600	atmspa@atmpec.it	SI	AZIENDA TRASPORTI MILANESI S.P.A. !!ATM S.P.A.	FORO BUONAPARTE 61 20121 MILANO MI	https://www.aziende.it/azienda-trasporti-milanesi-s-p-a-in-forma-a	topaziende.quotidiano.net
366	ACEA ATO 2 - GRUPPO ACEA - SOCIETA' PER AZIONI IN FORMA ABBREVIATA ACEA ATO 2 S.P.A.	05848061007	SI	05848061007		930803	Società per Azioni	Piazzale Ostiense 2	00154	Roma	RM	Lazio	362834340	36	Raccolta, trattamento e fornitura di acqua	Servizio idrico integrato	01/01/2000	Attiva	835256046	2024	1681	acea@pec.acea.it	SI	ACEA ATO 2 S.P.A	PIAZZALE OSTIENSE 2 00154 ROMA RM	https://www.ufficiocamerale.it/9376/acea-ato-2-gruppo-acea-societa-per-azioni-in-forma-abbreviat-a-acea-ato-2-spa	aziende.it
367	AZIENDA PER LA MOBILITA' DI ROMA CAPITALE S.P.A.	06341981006	SI			961692	Società Per Azioni	Via Prenestina 45	00176	Roma	RM	Lazio	179519299	52.32	Attivita' di servizi di intermediazione per il trasporto di passeggeri	Trasporto pubblico locale	18/12/2000	Attiva	833794950	2024	10132	protocollo@cert2.atac.roma.it	SI	AZIENDA PER LA MOBILITA' DI ROMA CAPITALE SOCIETA' PER AZION!!ATAC S.P.A.	VIA PRENESTINA 45 00176 ROMA RM	https://www.aziende.it/azienda-per-la-mobilita-di-roma-capitale-soc	aziende.it
368	ENGIE SERVIZI S.P.A.	01698911003	SI				Società per Azioni	Viale Giorgio Ribotta 31	00144	Roma	RM	Lazio	280800000	43.22.01	Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria (inclusa manutenzione e riparazione) in edifici o in altre opere di costruzione	Impianti e servizi energetici			832735075	2023			SI	ENGIE SERVIZI S.P.A.	VIALE GIORGIO RIBOTTA 31 00144 ROMA RM	https://www.aziende.it/engie-servizi-s-p-a	aziende.it
